Gene Name	TPM
A1CF	0.0
AAR2	16.629019
AARS1	56.957764000000005
AARS2	8.156011
AARSD1	26.120821
ABCE1	163.58905
ABT1	16.790564
ACIN1	39.185249
ACO1	43.933914
ADAD1	0.0
ADAD2	0.0
ADAR	65.316467
ADARB1	22.507652
ADARB2	0.0
ADAT1	8.889645
ADAT2	2.720197
ADAT3	1.871961
AEN	39.546837
AFF1	22.736202
AFF3	0.183403
AFF4	33.59943
AGFG1	22.61845
AGO1	10.160871
AGO2	24.719351
AGO3	5.28829
AGO4	13.328188
AIMP1	38.293663
AIMP2	51.287651000000004
AK6	36.796825
AKAP1	15.56891
AKAP17A	13.553612000000001
AKAP8	14.083232
AKAP8L	16.983583
ALKBH1	10.83088
ALKBH5	40.104607
ALKBH8	14.311556
ALYREF	148.806366
ANG	0.8526549999999999
ANGEL1	5.756223
ANGEL2	21.929968
ANKHD1	11.251244999999999
ANKRD17	25.498131
APEX1	30.781233
API5	70.958267
APOBEC1	0.0
APOBEC2	0.156371
APOBEC3F	8.83578
APOBEC3G	8.739334
APOBEC3H	0.39613000000000004
APOBEC4	0.06285
APTX	17.717182
AQR	21.934351
ARHGEF28	38.578041
ARL6IP4	69.56979399999999
ASCC1	21.16054
ASH1L	10.984214
ATXN1	7.53642
ATXN1L	11.770234
ATXN2	12.265996000000001
ATXN2L	15.557928
AUH	8.098344
AZGP1	0.11329700000000001
BARD1	10.177581
BAZ2A	14.038904999999998
BAZ2B	25.750172
BCDIN3D	2.2401169999999997
BCLAF1	63.545609
BCLAF3	3.648558
BICC1	0.211459
BMS1	20.511189
BOLL	0.0
BRCA1	13.109389000000002
BRIX1	40.751785
BUD13	16.419995999999998
BYSL	13.4278
BZW1	160.611511
BZW2	121.970901
C11orf68	23.586942999999998
C12orf65	18.084120000000002
C1D	15.690187
C1QBP	283.106567
C9orf129	1.791886
CACTIN	9.660283999999999
CALR	886.8193970000001
CALR3	0.0
CANX	277.70517
CAPRIN1	252.75450099999998
CAPRIN2	5.96331
