Gene Name	TPM
A1CF	0.0293856265080964
AAR2	20.913110729762106
AARS	91.24425516912359
AARS2	9.01179181941189
AARSD1	26.364068178693103
ABCE1	119.574438713346
ABT1	13.7097085330961
ACIN1	72.2757378107813
ACO1	74.2094704646471
ADAD1	0.0
ADAD2	0.0
ADAR	88.9234820884057
ADARB1	37.70598105841629
ADARB2	0.225940581498924
ADAT1	18.6495517250948
ADAT2	3.5413598293762005
ADAT3	2.1719505575303604
AEN	29.0014263860828
AFF1	19.904762676999198
AFF3	1.95700804723389
AFF4	21.2431750183294
AGFG1	50.5566329593373
AGO1	8.08240412256064
AGO2	10.004040249838901
AGO3	5.66551096983916
AGO4	7.402550522955298
AIMP1	50.07194459235729
AIMP2	54.41766827210101
AK6	59.5377949044036
AKAP1	15.865680785346301
AKAP17A	13.329959559124699
AKAP8	17.0105370326115
AKAP8L	27.2550442574058
ALKBH1	11.4024454240083
ALKBH5	38.106238428509705
ALKBH8	7.64502818004675
ALYREF	109.664675481634
ANG	4.56041521076304
ANGEL1	7.80220231291091
ANGEL2	10.558337866933499
ANKHD1	23.1701682459831
ANKRD17	27.6937100693065
APEX1	165.668771920822
API5	80.7318170855373
APOBEC1	0.0
APOBEC2	0.0
APOBEC3F	9.02126293507651
APOBEC3G	9.61212661224205
APOBEC3H	0.177150787100962
APOBEC4	0.0
APTX	24.2482272584024
AQR	29.1791564128
ARHGEF28	37.5388622381098
ARL6IP4	135.930366552455
ASCC1	26.137677959868302
ASH1L	6.165185029698348
ATXN1	6.5240497255302
ATXN1L	9.49290792717358
ATXN2	25.128754728278107
ATXN2L	77.3147726911473
AUH	6.149552337862558
AZGP1	0.19585027331451
BARD1	5.45304858694554
BAZ2A	23.1492223933332
BAZ2B	13.8132772643278
BCDIN3D	1.93058843535933
BCLAF1	90.7391919638052
BICC1	0.0410279881787182
BMS1	29.427767118055602
BOLL	0.0
BRCA1	17.5993587491872
BRIX1	56.148441944641
BUD13	15.1849478897861
BYSL	29.318113649255398
BZW1	333.738551448508
BZW2	103.504710383594
C11orf68	51.82207398482671
C12orf65	9.133842900512882
C1D	36.700330557903904
C1QBP	293.034854180419
C7orf55-LUC7L2	17.7755713152742
C9orf129	0.0
CACTIN	16.030824706684
CALR	1430.79132671339
CALR3	0.0
CANX	359.008990911633
CAPRIN1	178.96666297438702
CAPRIN2	10.3057398606779
CARHSP1	48.2380300875114
CARS	38.7420425907533
CARS2	38.374026353994296
CASC3	42.348497345114296
CCAR1	57.7666577521106
CCAR2	68.9285004298661
CCDC59	54.0579131319474
CCDC86	51.172030377576796
CCNT1	8.01904562725394
CCNT2	10.6460492133335
CD2BP2	73.39837239247909
CD3EAP	14.2315509017458
CDC40	14.3869656974637
CDC5L	29.729917989714302
CDK5RAP1	25.320741356893894
CDK9	71.29491225263381
CEBPZ	39.765602717153705
CELF1	36.6541299582009
CELF2	16.0209140125781
CELF3	0.0
CELF4	0.0
CELF5	0.0
CELF6	0.0
CHERP	19.874280659676398
CHTOP	49.556804987246295
CIRBP	116.222299061278
CLASRP	18.911907529207607
CLK1	34.7825096556085
CLK2	17.8788806544013
CLK3	40.475732250026496
CLK4	5.35700962132821
CLP1	16.2167704353872
CMSS1	47.5696121665426
CMTR1	21.0299823373916
CMTR2	11.9899982026578
CNBP	262.387152974497
CNOT1	71.96730710119371
CNOT10	15.748928828301699
CNOT11	49.2918111031447
CNOT2	37.2776010433316
CNOT3	22.294622824229695
CNOT4	10.9772970928684
CNOT6	15.787231526529
CNOT6L	31.8878221166217
CNOT7	85.0771739971977
CNOT8	43.7074003950943
CNOT9	56.1290552803883
CNP	64.7122657133317
CPEB1	0.0
CPEB2	12.353833930355501
CPEB3	0.5837113003676819
CPEB4	6.6089035689400815
CPSF1	38.56361347768279
CPSF2	50.773867967373704
CPSF3	42.6143421162416
CPSF3L	46.43164260846379
CPSF4	19.666048997361894
CPSF4L	0.0245828683307644
CPSF6	54.3866805260322
CPSF7	36.4695588938276
CRNKL1	26.086327382234696
CRYZ	17.765895265010894
CSDC2	0.0
CSDE1	269.484063427203
CSTF1	19.3114325507075
CSTF2	27.582739750655602
CSTF2T	14.010299861229699
CSTF3	47.849153414850704
CTC-360G5.8	12.2810306244456
CTIF	10.8757832185058
CTU1	1.85181562403651
CTU2	17.4247723548004
CWC22	15.6841483016164
CWC25	13.035347002295596
CWC27	28.9927584888065
CWF19L1	29.980746430927
CWF19L2	7.261200888613559
CXorf23	5.59547412704602
DALRD3	19.9028742452276
DAP3	94.7743068554077
DARS	71.8542807672582
DARS2	42.887320153421506
DAZ1	0.0
DAZ2	0.0
DAZ4	0.0
DAZAP1	114.379210641366
DAZL	0.0
DBR1	11.898884465089994
DCAF13	72.145208723055
DCP1A	10.1256942713242
DCP1B	13.701080221668
DCP2	13.9067210600868
DCPS	32.0499325136945
DDX1	124.36459731011699
DDX10	33.0269071906584
DDX11	17.1404998668861
DDX17	112.67833214147899
DDX18	49.04030113515039
DDX19A	28.2129657270271
DDX20	14.5160968611575
DDX21	108.045268324912
DDX23	58.7457460297753
DDX24	104.25258534697599
DDX25	0.0
DDX27	18.8319382915412
DDX28	6.813457179296662
DDX31	10.2086839891428
DDX39A	115.381564977531
DDX3X	181.77540367101898
DDX3Y	0.0180730714684943
DDX4	0.0
DDX41	48.2711445926902
DDX42	62.679310819606
DDX43	1.052369859793
DDX46	58.7682388951692
DDX47	67.035346057734
DDX49	33.8630627931174
DDX5	387.45150035743796
DDX50	27.0926988675981
DDX51	10.576809246780199
DDX52	34.902063106259696
DDX53	0.0
DDX54	37.935243853474795
DDX55	14.7968989363341
DDX56	56.820327384091904
DDX58	38.928559050223605
DDX59	12.945894605917802
DDX60	22.431143587144106
DDX60L	23.2428291205189
DEK	152.50754448038902
DENR	68.30439545218739
DGCR14	11.7418251155699
DGCR8	13.3758510475664
DHX15	106.262368480737
DHX29	32.9550395775257
DHX30	30.909525786451802
DHX32	34.5641103808678
DHX33	13.906725919934999
DHX34	6.96758560519238
DHX35	4.93202624614721
DHX36	41.042514190220295
DHX37	14.2073164526864
DHX38	26.0271116115868
DHX40	22.5742905232736
DHX57	15.735458151108901
DHX8	25.5305801453962
DHX9	117.124792413349
DICER1	9.359085866832473
DIMT1	49.675649502847214
DIS3	28.9304981896748
DIS3L	13.9796230459093
DIS3L2	13.5208811059836
DKC1	63.716144101565504
DNAAF2	4.6114574652659
DNAJC17	31.787432104662198
DNAJC21	36.3672525702483
DND1	0.0
DNMT1	60.398861311981
DNMT3B	2.54620314001456
DNTTIP2	68.897927923202
DQX1	0.0954531661275696
DRG1	76.2606098543379
DRG2	29.783751224251198
DROSHA	39.938645440117995
DUS1L	53.135921216772296
DUS2	13.630924325171199
DUS3L	16.8920595445283
DUS4L	9.03097716141277
DUSP11	30.53674775555
DYNC1H1	233.752688141885
DYNLL1	654.791886575519
DZIP1	1.83841687710462
DZIP1L	2.65340762193331
DZIP3	5.16706074430982
EARS2	7.52265407122908
EBNA1BP2	186.568026200213
EDC3	22.5615368207462
EDC4	33.7992314390473
EED	24.254648362835997
EEF1A1	15316.014511519299
EEF1A2	0.32138206416831
EEF1B2	641.340303284448
EEF1D	452.08674428041604
EEF1E1	74.7748496095509
EEF1G	1364.35644271297
EEF2	891.0672010461459
EEF2K	16.1983481603537
EEFSEC	9.722920155251618
EFL1	25.0233654846474
EFTUD2	106.740201194853
EIF1	821.282540754449
EIF1AD	17.9240459086387
EIF1AX	147.024637982218
EIF1AY	0.277100070264302
EIF1B	66.9792684643064
EIF2A	109.923977139823
EIF2AK1	76.6537354341139
EIF2AK2	43.730562230473005
EIF2AK3	11.7252659319229
EIF2AK4	44.5842607226064
EIF2B1	49.8584963942523
EIF2B2	59.994504110352295
EIF2B3	33.9603410537756
EIF2B4	33.1745409308737
EIF2B5	33.4754665025837
EIF2D	56.1719633241323
EIF2S1	184.506209430191
EIF2S2	252.73828973254902
EIF2S3	159.509611257037
EIF2S3L	0.0573609668614626
EIF3A	101.62091295668101
EIF3B	165.39864754556
EIF3C	300.26549342164
EIF3CL	1.03489191275056
EIF3D	247.6887034328
EIF3E	368.74911926948096
EIF3G	158.545622152606
EIF3H	246.815346190647
EIF3I	384.995540457621
EIF3J	95.1332910954937
EIF3K	252.85594563196705
EIF3L	346.15146822792605
EIF3M	235.69584739667198
EIF4A1	877.386944025022
EIF4A2	141.523177719321
EIF4A3	93.2360846136277
EIF4B	196.38625316217
EIF4E	137.875757000617
EIF4E1B	0.0
EIF4E2	112.60193681052799
EIF4E3	6.3225545261716
EIF4ENIF1	13.694460143674199
EIF4G1	272.41402078460897
EIF4G2	707.6821118449519
EIF4G3	35.5692475600437
EIF5	153.62902707527002
EIF5A	889.796255288279
EIF5A2	8.74968022670239
EIF5AL1	0.368186591744168
EIF5B	79.35994021924841
EIF6	189.482302635535
ELAC1	5.65484537004876
ELAC2	61.3698441714573
ELAVL1	91.272439390886
ELAVL2	0.524126612613093
ELAVL3	0.0
ELAVL4	0.0
ENDOG	11.2938113255338
ENDOU	0.10052770027087303
ENDOV	8.2498019786547
ENOX1	0.109884120611471
ENOX2	12.1672110153864
EPRS	90.9213833401605
ERAL1	54.520507712534396
ERI1	14.4308401146884
ERI2	19.768337951301106
ERI3	46.8467906352352
ERN1	5.1801475894943
ERN2	0.0396974405539035
ESF1	16.6124066112308
ESRP1	0.308666503956474
ESRP2	0.429402842317255
ETF1	116.400564677656
EWSR1	178.38267859912204
EXO1	10.631229981875599
EXOG	13.1515448546066
EXOSC1	56.549305285681704
EXOSC10	68.8334070625412
EXOSC2	32.4760375347083
EXOSC3	42.674591543373
EXOSC4	13.5979058272439
EXOSC5	11.382677261129501
EXOSC6	14.025496918127804
EXOSC7	36.984737844189894
EXOSC8	78.5307707324727
EXOSC9	53.4247007767309
EZH2	15.0714539958696
FAM103A1	13.966576714495499
FAM120A	120.264543063222
FAM120B	13.196119239031
FAM120C	3.27814684158001
FAM46A	5.45369789867046
FAM98A	57.631528112619705
FAM98B	37.3004588717731
FAM98C	7.0553831075048485
FARS2	16.259658345548402
FARSA	55.2422886585948
FARSB	66.9592133899039
FASTK	26.8482244696555
FASTKD1	14.7490022044257
FASTKD2	34.8962746295912
FASTKD3	12.089049792869
FASTKD5	12.887488274983498
FAU	645.063750315824
FBL	224.91092069898
FBLL1	0.107412587472675
FCF1	73.1235170557477
FIP1L1	17.049047163795098
FMR1	19.061500439996895
FTO	32.7372158476732
FTSJ3	33.0357859017612
FUBP1	73.5722863617209
FUBP3	38.3433026042579
FUS	319.265129569004
FXR1	113.428664690306
FXR2	20.7321918076062
FYTTD1	67.1776811527862
G3BP1	182.47875285334095
G3BP2	94.55175264486653
GAPDH	5101.11390446312
GAR1	53.379884746597995
GARS	205.063016360098
GATB	20.4085979293164
GATC	14.7159893954864
GCFC2	21.749453860916
GEMIN2	20.4502029895922
GEMIN4	22.1704950447051
GEMIN5	14.0259570622458
GEMIN6	25.5922694534484
GEMIN7	33.688285353455
GEMIN8	12.832087628902302
GFM1	50.862
GFM2	23.40392
GLE1	18.12714
GLTSCR2	120.794
GNL2	48.23479
GNL3	90.81953
GNL3L	25.576320000000006
GPATCH1	6.4833370000000015
GPATCH4	35.54813
GPATCH8	14.78891
GRSF1	76.41327
GRWD1	31.5429
GSPT1	179.704
GTF2F1	41.98835
GTF3A	129.9779
GTPBP1	19.31131
GTPBP10	12.16089
GTPBP2	28.49976
GTPBP3	7.363919
GTPBP4	50.98922
GUF1	16.6663
HABP4	19.83196
HARS	78.70612
HARS2	23.49264
HBS1L	67.76214
HDLBP	260.664
HEATR1	26.69684
HELZ	8.397733
HELZ2	22.0404
HENMT1	3.238064
HEXIM1	13.5386
HEXIM2	2.107944
HINT3	10.515999999999998
HNRNPA0	21.28598
HNRNPA1	1422.5770000000002
HNRNPA1L2	0.4689472
HNRNPA2B1	1032.849
HNRNPA3	510.3293
HNRNPAB	258.2046
HNRNPC	690.3976
HNRNPCL1	0.0
HNRNPD	508.2468
HNRNPDL	232.9171
HNRNPF	178.9694
HNRNPH1	304.0907
HNRNPH2	75.21383
HNRNPH3	186.8013
HNRNPK	599.4151
HNRNPL	268.8304
HNRNPLL	36.10853
HNRNPM	217.7199
HNRNPR	159.3616
HNRNPU	308.4616
HNRNPUL1	158.3607
HNRNPUL2	32.06557
HTATSF1	35.160059999999994
IARS	114.7608
IARS2	76.6947
IFIH1	23.24336
IFIT1	40.90489
IFIT1B	0.0
IFIT2	8.782795
IFIT3	54.03097
IFIT5	14.41294
IGF2BP1	0.27029240000000004
IGF2BP2	30.62423
IGF2BP3	78.44388000000002
IGHMBP2	4.801926
ILF2	265.495
ILF3	138.6252
IMP3	34.88534
IMP4	71.09704
INTS1	35.40954
INTS10	33.17965
INTS12	20.85713
INTS2	7.195363
INTS3	20.65192
INTS4	15.62261
