Gene Name	TPM
A1CF	17.0692407372753
AAR2	35.6402133839247
AARS	102.591522768734
AARS2	8.77079239580093
AARSD1	26.9684079885923
ABCE1	56.963899646763494
ABT1	17.8947447600115
ACIN1	107.682292030137
ACO1	21.995567749228506
ADAD1	0.0
ADAD2	0.0
ADAR	93.86605739082329
ADARB1	4.210238154487049
ADARB2	0.0706118238220267
ADAT1	11.6147727627984
ADAT2	5.486386194325559
ADAT3	3.2450607300148
AEN	22.7877442331356
AFF1	33.7860927569754
AFF3	0.0969908420391973
AFF4	19.6021429197086
AGFG1	21.289705666531106
AGO1	9.999268361472991
AGO2	21.7375623417758
AGO3	8.737717554544039
AGO4	8.8288676164746
AIMP1	58.1007893938943
AIMP2	47.9686490417644
AK6	89.7628760433962
AKAP1	115.229441315366
AKAP17A	28.9978894017811
AKAP8	24.051896881423698
AKAP8L	37.28346248032421
ALKBH1	8.850430390799051
ALKBH5	59.3097191562636
ALKBH8	5.227569038984139
ALYREF	148.62008146302
ANG	8.52327825096031
ANGEL1	11.801898934825802
ANGEL2	13.668828989851699
ANKHD1	61.4224206849207
ANKRD17	39.9450383445664
APEX1	144.88056107834498
API5	54.6667544369761
APOBEC1	33.5622493221314
APOBEC2	0.685566480791567
APOBEC3F	2.9833135441995697
APOBEC3G	2.6855507182262004
APOBEC3H	0.0
APOBEC4	0.0238698782326796
APTX	28.983109931337104
AQR	31.744617677157997
ARHGEF28	16.934834661975806
ARL6IP4	126.81289076838101
ASCC1	22.392635147351108
ASH1L	26.6711146458913
ATXN1	13.1028061301965
ATXN1L	8.7929064734194
ATXN2	24.5071082322238
ATXN2L	67.0606135619952
AUH	11.10869468846
AZGP1	165.00852548881
BARD1	5.4731984013191415
BAZ2A	33.3089907351244
BAZ2B	8.96610634064725
BCDIN3D	4.79341455297897
BCLAF1	131.660659393525
BICC1	0.151771045257448
BMS1	34.4612073939538
BOLL	0.0
BRCA1	38.9376121821221
BRIX1	66.3731573550656
BUD13	16.3011203405761
BYSL	143.126816889742
BZW1	136.024551003105
BZW2	50.814297973424
C11orf68	20.4802155454096
C12orf65	18.5240820111754
C1D	28.078914481367693
C1QBP	241.17177923117904
C7orf55-LUC7L2	21.974195000057893
C9orf129	0.0
CACTIN	12.6436942517152
CALR	932.162752254068
CALR3	0.26342733562174697
CANX	804.06234867911
